Explain the lake example.	You can treat a polluted lake, but it will not matter if you do not stop the pollution entering it - some interventions are Band-Aids on a problem generated elsewhere.
What test does the lake example give you?	Whether your intervention is upstream or downstream of the thing that keeps regenerating the problem.
Write the systems problem statement template.	The problem is [briefly describe the problem], which affects [who is impacted], because [why the problem exists], leading to [what negative consequences exist].
Name the four components of a systems problem statement.	The problem, who is affected, why it exists, and its consequences.
Give the plastics worked problem statement.	New Zealand's plastic waste management infrastructure is underdeveloped, affecting communities and the environment, because limited recycling capacity reduces plastic recovery, leading to increased environmental pollution and long-term ecosystem damage.
What are the three parts of a B2C How Might We statement?	Intended action, potential user, and desired outcome.
How does a How Might We statement differ from a systems problem statement?	How Might We frames an opportunity; the systems statement is a diagnosis and contains why the problem persists.
Why might a team still use a How Might We statement in 403?	To get a very simplified version of the problem as a starting point before crafting the full systems statement.
What was the 2024 retail competition problem statement?	High grocery prices affect New Zealand consumers because limited market competition reduces downward pressure on prices, leading to higher living costs.
What was the argument for retail competition being the leverage point?	It does not matter what you do in the production space if supermarkets charge high prices anyway - with no competition there is no incentive to lower prices, so other interventions have little impact.
What was the second 2024 food prices problem statement about?	The transport and logistics network - you cannot do anything if the transport system is inefficient anyway.
What shape do both 2024 food-price arguments share?	Whatever else you fix, this bottleneck will re-impose the problem - the Band-Aid test used to choose between leverage points.
How did the 2024 team choose their leverage points?	By understanding the complex behaviour of the system through building the causal loop - the diagram does not spit out the answer.
Give the geography loop from the food prices activity.	New Zealand being far away increases distribution and logistics difficulty and food price; low population density reduces economies of scale, reducing factory automation and increasing food price. All positive, so reinforcing.
Give the congestion loop from the food prices activity.	Congestion increases travel distance for logistics, which increases fuel consumption, which increases fuel costs, which increases the cost of food. Reinforcing.
Give the demand collapse loop from the food prices activity.	Fuel cost raises taxes, which raise utility costs, which raise labour costs, which decrease food purchasing, which decreases competition, causing job losses, which decrease labour cost. An odd number of negatives, so balancing.
What does the demand collapse loop demonstrate about the parity rule?	That the rule classifies loops intuition cannot - the team counted minus signs to identify it as balancing.
Why did the lecturers run a live causal loop activity?	Because you do not understand what a good problem statement or cause looks like until you do it yourself.
What is the most common problem statement mistake teams made last year?	Trying to address too much of the system in a single problem statement.
State the rule about scope of a single problem statement.	One problem statement addresses one loop or one leverage point - you cannot address everything in the system at once.
How many problem statements does a systems business case need?	Two to three, so material parked out of one statement has somewhere to go.
What Einstein quote heads the problem framing canvas?	If I had an hour to solve a problem I'd spend 55 minutes thinking about the problem and five minutes thinking about solutions.
Name four panels of the problem framing canvas.	First-cut problem statement; is there a problem behind the problem; How Might We; what type of problem is this; rich picture; frame it three ways; who cares enough to act; does anyone benefit from the problem as a problem.
Which framework classifies problem type on the problem framing canvas?	Cynefin - complex, complicated, chaotic, clear.
Which canvas question is asked nowhere else in the course?	Does anyone benefit from the problem as a problem - a question about vested interests.
Where can you get feedback on a draft problem statement?	The clinic - the lecturers give extensive feedback on problem statements there.
What three points does the Lecture 9 summary slide make?	Causal loop diagrams visualise cause-and-effect relationships and system behaviour over time; leverage points are where small changes create large system-wide impacts; use causal loops to develop a clear systems problem statement before considering solutions.
Who delivered ENGGEN403 Lecture 9?	Marc Lewis and Amanda Di Ienno.
