Give the three metaphors Tom Wilson uses for his job.	A science fairy sprinkling science dust, a plumber diagnosing what needs connecting or unblocking, and a seagull that flies in, squawks, flaps, defecates and flies off.
Which of Tom Wilson's metaphors is the serious one, and why?	The plumber - the job is diagnosing blockages in an information system so advice can reach decision makers, not producing new science.
Who does the NEMA CSA brief?	The national controller, the chief executive, ministers, and when it is really bad the Prime Minister.
Distinguish an emergency, a disaster and a catastrophe.	A disaster overwhelms parts of society; a catastrophe is where the fundamental building blocks of a functioning government, society and economy start to collapse.
What is the analogy for a catastrophe in New Zealand terms?	A failed state, where armed conflict collapses a nation state - New Zealand has not experienced one in about 100 years.
What is a failure of imagination?	Not conceptualising that something could happen despite considerable evidence that it could - the 9/11 Commission's finding.
What is a failure of initiative?	Having a fairly clear understanding of what might happen but being unable to affect the planning or action - the Hurricane Katrina finding.
Why plan around a single maximum credible event rather than a probability distribution?	Because a distribution does not motivate anyone - you need a story to plan around and to provide the why.
What scenario was chosen as New Zealand's maximum credible event?	A magnitude 9.1 Hikurangi subduction zone earthquake with upper crustal faults, and the consequential tsunami.
Why was the Hikurangi scenario chosen?	It is among the largest risks to life and the economy, and officials could conceptualise it because of recent earthquake experience.
What did the physics-based shaking simulation add?	A visualisation of seismic waves with vertical exaggeration, showing how the waves stack up as the rupture front progresses across the country.
What did the 2011 Tohoku footage add?	That it is not just the water and waves but the long period of the wave and the debris it picks up, making the damage and casualty potential understandable.
What did the tsunami wave model add, and what should you watch?	The timestamp - Wellington and Wairarapa at ten minutes, Tairawhiti at twenty, Napier and Hastings inundated by a 10 to 12 metre wave at 45 to 50 minutes.
Give the Hikurangi casualty estimates under 70% evacuation.	25,960 injuries and 22,180 deaths.
Give the Hikurangi casualty estimates under 0% evacuation.	32,030 injuries and 68,670 deaths.
Why is the evacuation comparison the argument for evacuation readiness?	Because injuries rise about 23% but deaths rise about 210%, showing how lethal being trapped in tsunami waters is.
Where does the 70% evacuation figure come from?	Social science observing what percentage of communities actually evacuated following recent tsunami warnings in New Zealand.
How many people would be displaced by the Hikurangi tsunami?	Over 400,000 in activated evacuation zones immediately and over 100,000 still after 24 hours, with over 30,000 homes affected.
What building damage would a Mw9.1 Hikurangi event cause?	 billion from shaking plus  billion from tsunami,  billion total - about half the Great East Japan earthquake of 2011.
What is the likelihood and loss for an Auckland volcanic eruption?	10% in the next 50 years, with  to  billion in building losses and potential full evacuation of Auckland City on days to a week's warning.
What is the likelihood of a Hikurangi M8-plus event in 50 years?	25%, with about  to  billion in modelled losses.
Which modelled scenario is almost certain?	A Ruapehu, Tongariro, Ngauruhoe or Whakaari ash-producing eruption, at around  billion.
What was the probability of the Kaikoura earthquake the day before it happened?	About 1.7% in the next 50 years.
What was the probability of the Canterbury earthquake sequence the day before it happened?	Less than 1%.
How was probability reframed to be meaningful to a minister?	As cumulative probability over an electoral term - 12% in the next three years, 23% in six years, and 97% in 50 years for any modelled event over  billion.
Describe the bread analogy for science advice.	Data is the wheat, value-add products are the loaf, the operational context is the chef, and the output is actionable advice served in different formats.
What three output formats does actionable advice take?	Public messaging, planning and contingency planning, and national warnings and governance decisions.
What warning is printed in red on the bread analogy slide?	That emergency managers are often required to do both steps, and with little time or expertise even the best data does not get the opportunity to add value.
What do reviews of New Zealand disasters that went badly repeatedly find?	Good science input, forecasting and hazard understanding that never got operationalised or translated into actionable policy or practice.
Why is Taupo significant?	It is a super volcano with 29 eruptions in the past 26,000 years, two extremely large, the most recent in 232 AD.
What happened during the 2022-23 Taupo unrest?	Increased earthquakes and uplift from around May 2022, the volcanic alert level raised to 1 for the first time ever, then a magnitude 5.7 earthquake with 18 cm of uplift, then declining activity and the level lowered to 0.
Name the three contextual pressures that made Taupo hard to communicate.	It was only two or three years after Whakaari with the same government and high volcanic sensitivity; GNS was under judicial proceedings over its Whakaari advice; and social licence was fraying after COVID.
What happens overseas when a reawakening volcano is communicated badly?	Large evacuations, outrage and frustration, and loss of trust in scientific and emergency management authorities.
What was Tom Wilson's first big call as Chief Science Advisor?	Commissioning GNS to change how they communicated, moving to a scenario-based approach.
What misconception did the scenario approach fix?	The public binary that it would either be a catastrophic eruption or nothing they recognised - the table replaced it with a graded set of outcomes.
How many scenarios were in the Taupo table, and how were they anchored?	Six, labelled A to F, each anchored to a real historical event such as 2019 Taupo, 1983-84 Taupo, 1995-96 Ruapehu, 1886 Tarawera and the 232 AD Taupo eruption.
What is notable about the likelihoods in the Taupo scenarios table?	Two independent estimation methods are shown side by side and they disagree - publishing the disagreement is the honesty move.
How likely was an eruption at Taupo in the three-month window?	Extremely unlikely - less than 1%, up to a 0.5% chance, described as up to a one in 200 chance.
What was the test that the Taupo communication had worked?	The Director of Civil Defence and Emergency Management said it looked really simple, no dramas - meaning he was reassured and could act.
What is the success criterion for technical advice?	Not that it is complete, but that the decision maker can digest it and make good decisions.
What does the policy domain require at the science-policy boundary?	Relevance.
What does the science domain require at the science-policy boundary?	Credibility.
What does the hybrid boundary zone require?	Legitimacy.
Name three contrasts between the policy and science domains.	Simple versus uncertain and complex information; applied versus basic science; demand-driven consultancy versus supply-driven autonomy; interdisciplinarity versus disciplinarity; real time versus long term.
What four mechanisms produce legitimacy in the hybrid zone?	Balance, compromise, inclusion and transparency.
What prompted the creation of the Science Desk?	The 2023 North Island Severe Weather Events response in the National Crisis Management Centre, which showed the need for a more structured approach to science and technical advice.
What is the National Crisis Management Centre known as?	The bunker - it sits underneath the Beehive.
Name the four functions of the Science Desk.	Support the tasking and leveraging of the science system; help facilitate delivery of advice in a format decision makers can use; identify early issues; and provide situational awareness for and from the science system.
What are the Science Advisory Panels for?	Efficient coordination between the science and emergency management systems, in business as usual and during emergencies, supporting informed decisions, authoritative public information and trust.
Who sits on the Science Advisory Panels?	People from government science agencies such as MetService and Earth Sciences NZ, academia, and industry such as critical infrastructure - including a large number of engineers.
How are the Science Advisory Panels funded?	They are unfunded and operate on a best-endeavours basis, with scientist time often covered by applied research platforms and science services such as GeoNet.
What are the two speeds of science feeding the Science Desk?	Real-time monitoring and forecasting from GeoNet, the National Geohazard Monitoring Centre and MetService via the MAR Centre, and slower deep expert advice from the science panels.
What question does Tom Wilson pose about increasing disaster risk?	Are we making it harder on ourselves?
What does he say must be at the heart of risk reduction?	Empowering communities with the necessary knowledge and tools.
Name the emerging challenges identified for emergency management.	AI, climate, misinformation, and reducing trust in institutions.
What shift in science-policy integration is called for?	Faster translation of evidence into actionable policy, and real-time advisory systems rather than just periodic reports.
Name the four skills the next generation needs.	Hybrid skill sets combining science, policy and communication; institutional independence with strong political access; evidence drawn from across academia, industry and government; and the capability to operate under high uncertainty and urgency.
Which of the four skills is hardest, and why?	Institutional independence with strong political access - independence buys credibility while proximity buys influence, and you need both at once.
