Name the three axes of the wickedness triangle.	System complexity, knowledge uncertainty, and stakeholder value divergence.
What is the risk with any solution to a wicked problem?	It probably will not solve it, may make it better, but is likely to have made something else worse - within your system or someone else's.
State the system test.	A system must have elements, connections and a purpose.
What is an emergent property?	Where the whole is more than the sum of the parts - a property emerges from the system that was not present in any of the parts.
What is another word for a system's purpose?	Emergence.
What four things will a system have?	Interconnected related elements, inputs, outputs, and a purpose.
What happens the moment you draw a system boundary?	The boundary is slightly arbitrary, and you immediately create tensions between the system you defined and the surroundings you influence but excluded.
What are the two axes of the Head matrix?	Increasing complexity of problems, and increasing difficulty regarding stakeholders and institutions.
Name the three levels of the complexity axis in the Head matrix.	Both problem and solution clear; problem clear but solution not clear; neither problem nor solution is clear.
Name the three levels of the stakeholder axis in the Head matrix.	Co-operative or indifferent relationships; multiple parties each with only some of the relevant knowledge; multiple parties conflicting in values and interests.
Name the nine cells of the Head matrix.	Tame, communicatively complex, politically complex; analytically complex, complex, politically turbulent; cognitively complex, conceptually contentious, and very wicked.
What defines a very wicked problem on the Head matrix?	Complex issues involving many stakeholders with conflicting requirements.
Where do ENGGEN 303 and ENGGEN 403 sit on the Head matrix?	303 sits bottom left with tame problems; 403 sits top right with very wicked ones.
What moves a problem to the right on the Head matrix?	Adding more parties who disagree or hold only part of the knowledge.
What moves a problem upward on the Head matrix?	Losing clarity about what the problem is or what the solution would be.
Name the four levels of the iceberg model, top to bottom.	Events, patterns, structures and mental models.
Which iceberg level is above the waterline?	Events - what is seen from the outside.
Define the events level of the iceberg.	The level at which we typically perceive the world, such as waking up one morning to find we have caught a cold.
Define the patterns level of the iceberg.	Below the event level, where we notice that similar events have been taking place over time.
Define the structures level of the iceberg.	Below the pattern level, where we ask what is causing the pattern we are observing.
Define the mental models level of the iceberg.	The attitudes, beliefs, morals, expectations and values that allow structures to continue functioning as they are.
Work Juliet's cold through the iceberg model.	Event: a cold. Pattern: colds follow all-nighters and a night at the pub. Structure: poor time management, an overwhelming job description, workplace habits. Mental model: leaving things until the last minute.
How does the levels of thinking model differ from the iceberg?	It has more layers, and you can label those layers - for example technology, governance, business and market, and patterns of behaviour.
What is the attitude to take toward these framing models?	It does not really matter how you do the thinking - they are tricks to start conversations and organise your thoughts.
What did Juliet do the first time she drew the levels of thinking model?	She drew it upside down - offered as proof that it does not matter.
Build the obesity iceberg from event to mental model.	Event: obesity rising. Pattern: poor nutrition and limited activity. Structure: food deserts. Mental model: market forces dictate the food supply.
What alternative framing was offered for the top of the obesity iceberg?	Poor health outcomes - described as totally valid.
What deeper causes sit under "market forces dictate food supply"?	Heavily processed foods being cheap and abundant, and fresh food being sold at export prices and unaffordable locally.
Where in the iceberg model do problem statements come from?	The pattern level.
What did Juliet do about limited activity in the obesity example?	She parked it, choosing poor nutrition for her problem statement, and noted you might need two problem statements instead.
What is a food desert?	A place where there is hardly any fresh food - only cheap, heavily processed cupboard food.
Why is obesity framed around food environments rather than self-control?	Because it is not that people have no self-control - it is about the environment they live in, at the community level.
Where does New Zealand rank for obesity?	Third most obese country in the world, with a worsening trend.
Which guide does the obesity example reference?	Public Health England's "Whole systems approach to obesity" guide.
Name the systems thinking tools taught in this lecture.	The iceberg model, levels of thinking, trend maps, system models both conceptual and computational, leverage points, causal loops and feedback loops.
What is a trend map used for?	Looking at what is happening over time and whether there is repetitive behaviour or repetitive fluctuation.
Name three questions to ask when exploring a system.	What happened; what recurring events are we noticing; and what length of time is long enough to see patterns in systems function.
Why is "what length of time is long enough" an important question?	Because we are very good at seeing patterns, and the window may be too short for the pattern to be real.
What is the key intervention question in systems thinking?	Where in this system could we make small shifts that would make a big difference - and what trade-offs and unintended consequences exist.
Give the methane example of unintended consequences.	Eliminating New Zealand's methane emissions would mean removing dairy cows from Canterbury - with severe consequences for that economy and those people.
In Meadows' list, which number has the least leverage and which the most?	12 has the least leverage and is closest to the system; 1 has the most.
What is leverage point 12?	Constants, parameters and numbers - such as subsidies, taxes and standards.
What is leverage point 11?	The sizes of buffers and other stabilizing stocks, relative to their flows.
What is leverage point 10?	The structure of material stocks and flows, such as transport networks and population age structures.
What is leverage point 9?	The lengths of delays, relative to the rate of system change.
What is leverage point 8?	The strength of negative feedback loops, relative to the impacts they are trying to correct against.
What is leverage point 7?	The gain around driving positive feedback loops.
What is leverage point 6?	The structure of information flows - who does and does not have access to information.
What is leverage point 5?	The rules of the system, such as incentives, punishments and constraints.
What is leverage point 4?	The power to add, change, evolve or self-organize system structure.
What is leverage point 3?	The goals of the system.
What is leverage point 2?	The mindset or paradigm out of which the system - its goals, structure, rules, delays and parameters - arises.
What is leverage point 1?	The power to transcend paradigms.
Where are most real interventions designed, and why?	At the shallow leverage points - they are easier to design around, easier to understand, and their impact is visible.
What is the trade-off with deeper leverage points?	They have higher transformative impact but are much harder to design for.
Give an example of an intervention at leverage point 12.	An EV subsidy of five or ten thousand dollars per car - some impact, but small.
Give an example of an intervention at leverage point 6.	Real-time electricity pricing, so you see the cost rise as you turn the heater up.
Give an example of an intervention at leverage point 2.	Making New Zealand a non-car-oriented society within a generation - a paradigm shift.
Why can't a paradigm-level intervention be incremental?	Because doing it within a generation cannot be iterative - adding more bike lanes will not shift the model that says cars are normal.
What is the key skill of systems thinking, per this lecture?	Understanding when and where you can pull levers.
What is a balancing loop?	A negative feedback loop where one element increases another which then decreases the first - goal-oriented, keeping the system in check.
Give a physiological example of a balancing loop.	Body temperature regulation.
What is a reinforcing loop?	A positive feedback loop where each element increases the other, so the system is always increasing - a runaway system.
What is the relationship between B and R loops in a real system?	Systems have a balance of both.
How does a causal loop differ from a feedback loop?	A causal loop is a more advanced form that adds positive and negative signs to each link.
Explain the school discipline causal loop.	Sending disruptive students to the principal leads to suspension, which reduces disruption for others - a balancing loop. But suspended students spend more time out of class, fall behind academically, find it harder to focus and act out more - a reinforcing loop.
What does the school discipline example demonstrate about wicked problems?	That an intervention which balances one loop can drive another - amelioration measures creating new problems.
What causal loop map was shown for a national crisis?	A map of how COVID impacted society, covering policy interventions, the financial and economic systems, the environment, individual wellbeing and society.
Why are robust systems hard to disrupt?	Because of resilience, self-organisation and hierarchy.
How do you intervene in a robust system?	By identifying leverage points or causal loops to impact.
How detailed does a system map need to be?	Not very - you can start literally on a whiteboard.
What three questions do you ask while mapping a system?	What do we know, what are we measuring, and what could we push on.
What do you look for once the system is mapped?	Which loops are amplifying the system, which are balancing it, and which loop dominates.
Where is the point of impact in a system?	Whatever dominates the system.
What is the one-line warning about systems thinking as a method?	Systems thinking is not an algorithm or a single process.
What is systems thinking, according to the summary slide?	An approach to broader understanding, critical thinking, and proposing interventions and solutions.
Who delivered ENGGEN403 Lecture 8?	Juliet Gerrard and Amanda di Ienno.
