What is the premise of the second half of Lecture 12?	That consultancy engineering doesn't end with a drawing - there is life after the drawing, between design and construction.
What is Construction Phase Services?	The middleman function between the design team and the construction team, navigating the interface between them.
Name the three pillars of Construction Phase Services.	Quality including protection of the design intent, technical clarifications through RFIs, and managing change.
Why is Construction Phase Services needed?	Because of unknowns like utilities and ground conditions, change, re-sequencing and interface changes, material supply availability, and contributing to safety, wellbeing, performance and quality.
Who signs a PS1?	The design team, based on the drawings.
Who signs a PS2?	An independent checker - another design consultant reviewing the drawings, depending on project scale.
Who signs a PS3?	The construction team, confirming they built what is on the drawings.
Who signs a PS4, and on what basis?	Construction Phase Services, based on their observation that the construction team have done a good job and it is good to go.
What qualification is required to sign a design producer statement?	You must be a chartered engineer, through Engineering New Zealand.
What is the design certificate chain, and how does it differ from producer statements?	DC1 to DC4, covering project and client requirements, whereas producer statements are focused on building consent sign-off - one satisfies the client, the other the council.
What is an inspection test plan?	A start-to-finish guide showing how the quality expectations of the project are met for a particular work function, written by the constructor from the designer's specification.
What does the accumulated ITP evidence allow?	Signing the PS4 - it becomes the consolidated body of information behind the sign-off.
What is a hold point?	A mandatory stop of works until the CPS team has inspected and approved, used where there is a point of no return.
What is a witness point?	An inspection CPS may choose to attend, based on confidence in the constructor's performance.
How does the number of witness points change?	It flexes with observed performance - fewer if the constructor is doing well, more if they are struggling. It is based on relationships.
Why do hold points exist?	Because once concrete is poured or kilometres of cable are pulled, it is very difficult to go back in time.
Describe diaphragm wall construction as used at K Road.	A hydrofraise drills from the surface to 43 metres, the excavation is filled with bentonite to retain the ground, a reinforcement cage of about 30 metres is dropped in, concrete is tremied from the bottom displacing the bentonite, and the ground is later excavated out from underneath.
What did CPS check during diaphragm wall construction?	The method statement, the reinforcement cages, the bentonite consistency, the depth and cleanliness of the base, the concrete mix and strengths, and the finished wall after excavation.
What does CM5 monitoring mean?	The highest level of construction monitoring, meaning CPS is on site full time to see everything.
What is a non-conformance report?	A record of something going wrong that identifies the problem, records its location, assigns responsibility for the fix, and agrees the corrective action.
Why do constructors dislike NCRs, and why do they matter?	They feel like criticism of workmanship, but they ensure the team learns so the same mistake is not repeated, and they provide an audit trail captured in as-builts, change management and handover documentation.
Give three ways ground and site conditions departed from the drawings on CRL.	Assumed consistent ground produced pressure changes; work passed under live motorways causing vibration; and old steel strands from the Aotea Centre's temporary works had to be de-stressed before the TBM could pass.
What is the rule about utilities?	Utilities are never in the right place - they have never been as-built correctly, and the Auckland city centre is a bird's nest of them.
Give the cable specification cascade example.	Cable specs are based on assumed electrical equipment; if the equipment changes and draws more power, the cable sizes must be changed to suit.
What happened to material supply assumptions on CRL?	A global pandemic brought lockdowns and supply chain disruption - as the speaker put it, they don't care about our programme.
Why does Simon Fenton call communication a hard skill?	Because it can be learned, and many project problems come down to poor communication and relationships rather than technical ability.
What is the formal communication channel on a project, and why does it exist?	Requests for information recorded in a document management system, so that decisions are captured formally as an audit trail.
Give the RFI cycle.	Raise an RFI, someone reviews it, a response is issued, the change is implemented, and someone confirms implementation.
State the golden rule for a good RFI response.	Explain the design intent - the why, not just the outcome.
Give the box-out example of a good versus poor RFI response.	A poor response is simply no; a good one explains that there is a lot of tension in that area, the bars carry tensile loads, and moving them would strain the underside of the beam and risk failure.
What does explaining the design intent buy you?	The contractor understands the constraint and can generate their own alternatives, rather than simply coming back again.
What five things beyond code must a balanced engineering decision weigh?	Is it safe, can we afford it, does it fit the programme, what quality do we expect, and what does the client want.
Give the formula for good engineering judgement.	Experience plus evidence plus common sense.
Why is engineering judgement most needed on site?	Because in a design office you have time, but on site something has happened, something needs to change, and they need an answer now.
Work through the damaged architectural panel example.	Fixing it needs scaffold that must be got in, a worker over a 20-metre drop, significant cost, risk of damaging something else, and the station opens next week - so the case for fixing it falls away.
Name the steps of the change management process.	Identify the change, assess risks, impacts, access, safety and cost, develop options and recommendations, seek approval scaled to the size of the change, issue a design site instruction, then construct and verify.
How does change approval scale?	A minor change may need only a minor review; a bigger change may go back to an independent certifier.
What is a DSI?	A design site instruction - the formal document capturing a change, issued through the document management system.
How many as-built drawings were produced for CRL?	25,630.
How many client requirements had to be incorporated into CRL designs?	Just over 20,000 individual requirement lines.
How many PS4 sets, building consents and engineering plan approvals did CRL have?	109 PS4 sets, 74 building consents and 42 engineering plan approvals.
When did CRL reach practical completion?	30 June.
Why can't project assurance be done retrospectively?	Because you cannot make it up at the end - you cannot find photos that were never taken.
Give three CRL wow facts.	244,000 cubic metres of concrete, 70,000 tonnes of steel reinforcement, 24 million hours worked, and 2,056 kilometres of cables.
What was the CRL yellow card scheme?	A safety scheme where anyone on site could issue a yellow card to flag something either unsafe or safe - 29,234 were submitted.
How much CO2 did CRL's sustainability initiatives save?	Around 20,000 tonnes.
What BIM level of development did CRL achieve?	LOD 500 - a fully certified, verified and checked model reflecting everything including maintenance requirements.
What second use did the BIM model have beyond design?	Stakeholder management - it was used to win buy-in from mana whenua groups and politicians visiting the design office.
How many people worked on the CRL project?	About 15,000.
What whakatauki closed the lecture?	He aha te mea nui o te ao? He tangata, he tangata, he tangata - what is the most important thing in the world? It is people, it is people, it is people.
